VDS,VGS,ID1,ID2
-5,-5,-0.00013508,-0.00013553
-4.99,-5,-0.00013507,-0.00013555
-4.98,-5,-0.00013503,-0.00013553
-4.97,-5,-0.00013506,-0.00013552
-4.96,-5,-0.00013505,-0.00013553
-4.95,-5,-0.00013506,-0.00013552
-4.94,-5,-0.00013504,-0.00013551
-4.93,-5,-0.00013506,-0.00013549
-4.92,-5,-0.00013506,-0.00013551
-4.91,-5,-0.00013504,-0.00013551
-4.9,-5,-0.00013503,-0.00013549
-4.89,-5,-0.00013506,-0.0001355
-4.88,-5,-0.00013503,-0.0001355
-4.87,-5,-0.00013501,-0.00013549
-4.86,-5,-0.00013501,-0.00013548
-4.85,-5,-0.00013503,-0.00013549
-4.84,-5,-0.00013499,-0.00013549
-4.83,-5,-0.000135,-0.00013546
-4.82,-5,-0.000135,-0.00013546
-4.81,-5,-0.00013502,-0.00013548
-4.8,-5,-0.00013498,-0.00013546
-4.79,-5,-0.00013498,-0.00013542
-4.78,-5,-0.00013501,-0.00013547
-4.77,-5,-0.000135,-0.00013546
-4.76,-5,-0.00013497,-0.00013546
-4.75,-5,-0.00013497,-0.00013544
-4.74,-5,-0.000135,-0.00013544
-4.73,-5,-0.00013494,-0.00013546
-4.72,-5,-0.00013496,-0.00013543
-4.71,-5,-0.00013497,-0.00013542
-4.7,-5,-0.00013498,-0.00013545
-4.69,-5,-0.00013493,-0.00013544
-4.68,-5,-0.00013496,-0.00013542
-4.67,-5,-0.00013497,-0.00013542
-4.66,-5,-0.00013494,-0.00013543
-4.65,-5,-0.00013494,-0.00013542
-4.64,-5,-0.00013493,-0.00013539
-4.63,-5,-0.00013495,-0.00013542
-4.62,-5,-0.00013493,-0.00013542
-4.61,-5,-0.00013493,-0.00013538
-4.6,-5,-0.00013494,-0.0001354
-4.59,-5,-0.00013493,-0.00013542
-4.58,-5,-0.00013491,-0.00013539
-4.57,-5,-0.00013492,-0.00013538
-4.56,-5,-0.00013494,-0.00013539
-4.55,-5,-0.0001349,-0.00013539
-4.54,-5,-0.00013488,-0.00013539
-4.53,-5,-0.00013492,-0.00013535
-4.52,-5,-0.0001349,-0.00013537
-4.51,-5,-0.00013488,-0.00013538
-4.5,-5,-0.0001349,-0.00013535
-4.49,-5,-0.00013492,-0.00013536
-4.48,-5,-0.00013488,-0.00013539
-4.47,-5,-0.00013488,-0.00013534
-4.46,-5,-0.00013489,-0.00013534
-4.45,-5,-0.00013489,-0.00013537
-4.44,-5,-0.00013487,-0.00013536
-4.43,-5,-0.00013485,-0.00013534
-4.42,-5,-0.0001349,-0.00013534
-4.41,-5,-0.00013487,-0.00013536
-4.4,-5,-0.00013483,-0.00013534
-4.39,-5,-0.00013488,-0.00013532
-4.38,-5,-0.00013488,-0.00013532
-4.37,-5,-0.00013485,-0.00013534
-4.36,-5,-0.00013485,-0.00013531
-4.35,-5,-0.00013488,-0.00013529
-4.34,-5,-0.00013484,-0.00013532
-4.33,-5,-0.00013482,-0.0001353
-4.32,-5,-0.00013483,-0.0001353
-4.31,-5,-0.00013485,-0.00013529
-4.3,-5,-0.00013482,-0.00013532
-4.29,-5,-0.00013483,-0.0001353
-4.28,-5,-0.00013482,-0.00013526
-4.27,-5,-0.00013482,-0.00013529
-4.26,-5,-0.0001348,-0.00013531
-4.25,-5,-0.0001348,-0.00013527
-4.24,-5,-0.00013482,-0.00013528
-4.23,-5,-0.00013481,-0.00013528
-4.22,-5,-0.00013479,-0.00013529
-4.21,-5,-0.0001348,-0.00013525
-4.2,-5,-0.00013482,-0.00013524
-4.19,-5,-0.00013478,-0.00013529
-4.18,-5,-0.00013478,-0.00013524
-4.17,-5,-0.00013479,-0.00013522
-4.16,-5,-0.00013477,-0.00013526
-4.15,-5,-0.00013475,-0.00013524
-4.14,-5,-0.00013477,-0.00013524
-4.13,-5,-0.00013478,-0.00013524
-4.12,-5,-0.00013476,-0.00013524
-4.11,-5,-0.00013474,-0.00013523
-4.1,-5,-0.00013476,-0.00013521
-4.09,-5,-0.00013476,-0.00013524
-4.08,-5,-0.00013471,-0.00013522
-4.07,-5,-0.00013475,-0.00013521
-4.06,-5,-0.00013477,-0.00013519
-4.05,-5,-0.00013474,-0.00013522
-4.04,-5,-0.00013471,-0.0001352
-4.03,-5,-0.00013476,-0.00013518
-4.02,-5,-0.00013475,-0.0001352
-4.01,-5,-0.00013471,-0.00013519
-4,-5,-0.00013473,-0.0001352
-3.99,-5,-0.00013476,-0.00013516
-3.98,-5,-0.00013468,-0.00013519
-3.97,-5,-0.00013467,-0.0001352
-3.96,-5,-0.00013472,-0.00013515
-3.95,-5,-0.00013471,-0.00013516
-3.94,-5,-0.00013466,-0.00013515
-3.93,-5,-0.00013468,-0.00013517
-3.92,-5,-0.00013471,-0.00013512
-3.91,-5,-0.00013466,-0.00013515
-3.9,-5,-0.00013465,-0.00013516
-3.89,-5,-0.00013467,-0.00013513
-3.88,-5,-0.00013468,-0.00013513
-3.87,-5,-0.00013465,-0.00013514
-3.86,-5,-0.00013464,-0.00013514
-3.85,-5,-0.00013467,-0.00013512
-3.84,-5,-0.00013466,-0.00013511
-3.83,-5,-0.00013463,-0.00013513
-3.82,-5,-0.00013463,-0.00013512
-3.81,-5,-0.00013464,-0.00013508
-3.8,-5,-0.00013463,-0.00013513
-3.79,-5,-0.00013462,-0.0001351
-3.78,-5,-0.00013464,-0.0001351
-3.77,-5,-0.00013461,-0.00013506
-3.76,-5,-0.00013459,-0.0001351
-3.75,-5,-0.0001346,-0.00013509
-3.74,-5,-0.0001346,-0.00013506
-3.73,-5,-0.00013457,-0.00013506
-3.72,-5,-0.00013458,-0.00013508
-3.71,-5,-0.00013461,-0.00013505
-3.7,-5,-0.00013458,-0.00013503
-3.69,-5,-0.00013453,-0.00013506
-3.68,-5,-0.00013458,-0.00013506
-3.67,-5,-0.00013458,-0.00013501
-3.66,-5,-0.00013455,-0.00013502
-3.65,-5,-0.00013454,-0.00013501
-3.64,-5,-0.00013455,-0.00013503
-3.63,-5,-0.00013453,-0.00013499
-3.62,-5,-0.00013452,-0.00013498
-3.61,-5,-0.0001345,-0.000135
-3.6,-5,-0.00013452,-0.00013497
-3.59,-5,-0.00013451,-0.00013494
-3.58,-5,-0.00013448,-0.00013497
-3.57,-5,-0.00013451,-0.00013499
-3.56,-5,-0.0001345,-0.00013493
-3.55,-5,-0.00013445,-0.00013495
-3.54,-5,-0.00013446,-0.00013494
-3.53,-5,-0.00013447,-0.00013496
-3.52,-5,-0.00013443,-0.00013491
-3.51,-5,-0.00013444,-0.00013494
-3.5,-5,-0.00013446,-0.00013494
-3.49,-5,-0.00013445,-0.00013488
-3.48,-5,-0.00013441,-0.00013489
-3.47,-5,-0.0001344,-0.00013489
-3.46,-5,-0.00013442,-0.0001349
-3.45,-5,-0.00013441,-0.00013486
-3.44,-5,-0.00013437,-0.00013487
-3.43,-5,-0.00013439,-0.00013488
-3.42,-5,-0.00013439,-0.00013484
-3.41,-5,-0.00013436,-0.00013483
-3.4,-5,-0.00013435,-0.00013485
-3.39,-5,-0.00013437,-0.00013483
-3.38,-5,-0.00013434,-0.00013482
-3.37,-5,-0.0001343,-0.00013478
-3.36,-5,-0.00013433,-0.00013481
-3.35,-5,-0.00013431,-0.00013481
-3.34,-5,-0.00013428,-0.00013474
-3.33,-5,-0.00013428,-0.00013476
-3.32,-5,-0.00013429,-0.00013477
-3.31,-5,-0.00013424,-0.00013471
-3.3,-5,-0.00013422,-0.00013471
-3.29,-5,-0.00013424,-0.00013471
-3.28,-5,-0.00013422,-0.0001347
-3.27,-5,-0.00013419,-0.00013465
-3.26,-5,-0.00013415,-0.00013464
-3.25,-5,-0.00013418,-0.00013464
-3.24,-5,-0.00013416,-0.00013464
-3.23,-5,-0.00013412,-0.00013459
-3.22,-5,-0.00013413,-0.00013462
-3.21,-5,-0.00013412,-0.00013458
-3.2,-5,-0.0001341,-0.00013454
-3.19,-5,-0.00013404,-0.00013454
-3.18,-5,-0.00013404,-0.00013452
-3.17,-5,-0.00013404,-0.0001345
-3.16,-5,-0.00013398,-0.00013446
-3.15,-5,-0.00013397,-0.00013445
-3.14,-5,-0.00013397,-0.00013446
-3.13,-5,-0.00013393,-0.0001344
-3.12,-5,-0.00013389,-0.00013436
-3.11,-5,-0.00013389,-0.00013436
-3.1,-5,-0.00013385,-0.00013434
-3.09,-5,-0.0001338,-0.0001343
-3.08,-5,-0.00013379,-0.00013425
-3.07,-5,-0.00013379,-0.00013427
-3.06,-5,-0.00013373,-0.00013422
-3.05,-5,-0.00013368,-0.00013416
-3.04,-5,-0.00013368,-0.00013416
-3.03,-5,-0.00013363,-0.00013411
-3.02,-5,-0.00013358,-0.00013405
-3.01,-5,-0.00013356,-0.00013403
-3,-5,-0.00013353,-0.00013399
-2.99,-5,-0.00013348,-0.00013394
-2.98,-5,-0.0001334,-0.00013391
-2.97,-5,-0.0001334,-0.00013387
-2.96,-5,-0.00013336,-0.00013383
-2.95,-5,-0.00013326,-0.00013376
-2.94,-5,-0.00013321,-0.00013368
-2.93,-5,-0.00013319,-0.00013368
-2.92,-5,-0.00013312,-0.00013362
-2.91,-5,-0.00013304,-0.00013352
-2.9,-5,-0.00013303,-0.00013348
-2.89,-5,-0.00013297,-0.00013344
-2.88,-5,-0.00013286,-0.0001334
-2.87,-5,-0.00013282,-0.00013328
-2.86,-5,-0.00013278,-0.00013324
-2.85,-5,-0.00013269,-0.00013321
-2.84,-5,-0.0001326,-0.00013309
-2.83,-5,-0.00013254,-0.00013303
-2.82,-5,-0.00013247,-0.00013296
-2.81,-5,-0.00013239,-0.00013288
-2.8,-5,-0.00013231,-0.0001328
-2.79,-5,-0.00013225,-0.00013271
-2.78,-5,-0.00013214,-0.00013264
-2.77,-5,-0.00013206,-0.00013255
-2.76,-5,-0.00013199,-0.00013245
-2.75,-5,-0.0001319,-0.00013237
-2.74,-5,-0.00013178,-0.00013229
-2.73,-5,-0.00013167,-0.00013217
-2.72,-5,-0.0001316,-0.00013207
-2.71,-5,-0.0001315,-0.00013198
-2.7,-5,-0.00013139,-0.00013188
-2.69,-5,-0.00013127,-0.00013174
-2.68,-5,-0.00013118,-0.00013165
-2.67,-5,-0.00013106,-0.00013156
-2.66,-5,-0.00013093,-0.00013142
-2.65,-5,-0.00013082,-0.00013129
-2.64,-5,-0.00013073,-0.00013118
-2.63,-5,-0.00013058,-0.00013108
-2.62,-5,-0.00013046,-0.00013091
-2.61,-5,-0.00013034,-0.0001308
-2.6,-5,-0.0001302,-0.0001307
-2.59,-5,-0.00013006,-0.00013055
-2.58,-5,-0.00012993,-0.00013039
-2.57,-5,-0.0001298,-0.00013027
-2.56,-5,-0.00012963,-0.00013013
-2.55,-5,-0.0001295,-0.00012998
-2.54,-5,-0.00012938,-0.00012982
-2.53,-5,-0.00012921,-0.00012968
-2.52,-5,-0.00012902,-0.00012952
-2.51,-5,-0.00012891,-0.00012935
-2.5,-5,-0.00012877,-0.00012921
-2.49,-5,-0.00012856,-0.00012907
-2.48,-5,-0.00012839,-0.00012888
-2.47,-5,-0.00012825,-0.00012869
-2.46,-5,-0.00012807,-0.00012856
-2.45,-5,-0.00012788,-0.0001284
-2.44,-5,-0.00012771,-0.00012819
-2.43,-5,-0.00012754,-0.000128
-2.42,-5,-0.00012734,-0.0001278
-2.41,-5,-0.00012714,-0.00012765
-2.4,-5,-0.00012699,-0.00012745
-2.39,-5,-0.00012681,-0.00012723
-2.38,-5,-0.00012657,-0.00012705
-2.37,-5,-0.0001264,-0.00012687
-2.36,-5,-0.00012622,-0.00012664
-2.35,-5,-0.000126,-0.00012645
-2.34,-5,-0.00012576,-0.00012627
-2.33,-5,-0.00012558,-0.00012604
-2.32,-5,-0.00012538,-0.00012582
-2.31,-5,-0.00012513,-0.00012561
-2.3,-5,-0.00012494,-0.00012541
-2.29,-5,-0.00012474,-0.0001252
-2.28,-5,-0.00012449,-0.0001249
