VGS,VDS,ID1,ISUB1,ID2,ISUB2
0,0,-0.000000008074,-0.000000016261,0.0000000017976,0.000000016982
0,0.00999999999999979,0.0000000059238,-0.00000001684,-0.0000000056759,0.000000016895
0,0.0199999999999996,0.0000000036985,-0.000000016709,-0.000000002857,0.000000017475
0,0.0300000000000002,0.0000000046902,-0.000000016136,-0.000000004137,0.00000001729
0,0.04,0.0000000019371,-0.000000016327,-0.0000000052502,0.00000001662
0,0.0499999999999998,0.0000000030787,-0.000000017454,-0.0000000023003,0.000000017138
0,0.0599999999999996,0.0000000041417,-0.000000016021,-0.0000000036256,0.000000018025
0,0.0700000000000003,0.000000001244,-0.000000016182,-0.0000000048158,0.000000016698
0,0.0800000000000001,0.0000000024154,-0.000000016733,-0.0000000058199,0.000000016994
0,0.0899999999999999,0.0000000035357,-0.00000001706,-0.0000000030727,0.000000017718
0,0.0999999999999996,0.0000000045519,-0.000000016132,-0.0000000043287,0.000000017185
0,0.11,0.0000000017421,-0.000000016299,-0.0000000054133,0.00000001678
0,0.12,0.0000000028913,-0.000000017308,-0.0000000025077,0.000000017228
0,0.13,0.0000000039837,-0.000000016304,-0.0000000038309,0.00000001787
0,0.14,0.0000000049343,-0.000000016212,-0.0000000049917,0.000000016531
0,0.15,0.0000000022365,-0.000000016592,-0.0000000059615,0.000000017012
0,0.16,0.0000000033629,-0.000000017372,-0.000000003288,0.000000017891
0,0.17,0.000000004397,-0.000000016114,-0.0000000045236,0.000000017096
0,0.18,0.0000000015564,-0.000000016227,-0.0000000055749,0.000000016847
0,0.19,0.0000000027123,-0.000000017018,-0.0000000027302,0.000000017388
0,0.2,0.0000000038047,-0.000000016535,-0.0000000040328,0.000000017505
0,0.21,0.0000000047843,-0.000000016156,-0.0000000051621,0.000000016559
0,0.22,0.0000000020401,-0.000000016444,-0.000000002175,0.000000017084
0,0.23,0.0000000031891,-0.000000017461,-0.0000000034981,0.000000018021
0,0.24,0.0000000042456,-0.000000016156,-0.0000000047045,0.000000016821
0,0.25,0.0000000051529,-0.000000016168,-0.000000005723,0.000000016921
0,0.26,0.0000000025237,-0.000000016762,-0.0000000029579,0.000000017542
0,0.27,0.0000000036314,-0.000000016653,-0.0000000042194,0.000000017144
0,0.28,0.0000000046379,-0.000000016078,-0.0000000053221,0.000000016663
0,0.29,0.0000000018669,-0.000000016277,-0.0000000023883,0.000000017143
0,0.3,0.0000000030089,-0.000000017423,-0.0000000036995,0.000000017915
0,0.31,0.0000000040858,-0.000000016136,-0.0000000048765,0.000000016623
0,0.32,0.000000005014,-0.000000016133,-0.0000000058637,0.000000016995
0,0.33,0.0000000023436,-0.000000016624,-0.0000000031441,0.00000001778
0,0.34,0.0000000034598,-0.000000017123,-0.0000000044059,0.000000017207
0,0.35,0.0000000044757,-0.000000016051,-0.0000000054722,0.000000016784
0,0.36,0.0000000016791,-0.000000016232,-0.000000002593,0.000000017234
0,0.37,0.0000000028218,-0.000000017151,-0.0000000038908,0.000000017733
0,0.38,0.0000000039072,-0.000000016269,-0.0000000050499,0.000000016415
0,0.39,0.0000000048751,-0.000000016109,-0.0000000060026,0.000000017021
0,0.4,0.0000000021552,-0.000000016548,-0.0000000033555,0.000000017954
0,0.41,0.000000003285,-0.000000017435,-0.0000000045758,0.000000016965
0,0.42,0.0000000043215,-0.000000016078,-0.000000005613,0.000000016891
0,0.43,0.0000000014893,-0.00000001617,-0.0000000027844,0.000000017424
0,0.44,0.0000000026367,-0.000000016915,-0.0000000040662,0.000000017411
0,0.45,0.0000000037321,-0.000000016586,-0.0000000051948,0.000000016598
0,0.46,0.0000000047112,-0.000000016076,-0.0000000022038,0.000000017124
0,0.47,0.0000000019764,-0.00000001633,-0.0000000035319,0.000000018049
0,0.48,0.0000000031128,-0.000000017459,-0.0000000047296,0.000000016799
0,0.49,0.0000000041574,-0.000000016189,-0.0000000057444,0.000000016943
0,0.5,0.0000000050763,-0.000000016113,-0.0000000029653,0.000000017574
0,0.51,0.0000000024433,-0.000000016661,-0.0000000042223,0.000000017167
0,0.52,0.0000000035498,-0.00000001682,-0.0000000053264,0.000000016711
0,0.53,0.0000000045494,-0.00000001605,-0.0000000023762,0.000000017139
0,0.54,0.0000000017784,-0.000000016255,-0.0000000036969,0.000000017994
0,0.55,0.0000000029139,-0.000000017291,-0.0000000048714,0.000000016637
0,0.56,0.0000000039813,-0.00000001614,-0.0000000058583,0.000000016958
0,0.57,0.0000000049179,-0.000000016134,-0.0000000031277,0.000000017727
0,0.58,0.0000000022367,-0.000000016538,-0.0000000043698,0.000000017207
0,0.59,0.0000000033621,-0.000000017284,-0.000000005449,0.000000016765
0,0.6,0.000000004385,-0.00000001608,-0.0000000025576,0.000000017269
0,0.61,0.0000000015531,-0.000000016134,-0.0000000038485,0.00000001783
0,0.62,0.0000000026969,-0.000000016953,-0.0000000049992,0.000000016519
