$ Aurora File: n/a        Date:   Misc: 
$ Atem File: p2.gtr
VARIABLE W = 1.500000e-05
VARIABLE L = 1.800000e-06
VARIABLE T = 25
VARIABLE REGION = 0

TABLE VGS  VBS  VDS  ID
3.600000e+00   -1.000000e+00   5.000000e-02   1.850050e-05
3.500000e+00   -1.000000e+00   5.000000e-02   1.770650e-05
3.400000e+00   -1.000000e+00   5.000000e-02   1.691550e-05
3.300000e+00   -1.000000e+00   5.000000e-02   1.610750e-05
3.200000e+00   -1.000000e+00   5.000000e-02   1.526900e-05
3.100000e+00   -1.000000e+00   5.000000e-02   1.440800e-05
3.000000e+00   -1.000000e+00   5.000000e-02   1.354250e-05
2.900000e+00   -1.000000e+00   5.000000e-02   1.265600e-05
2.800000e+00   -1.000000e+00   5.000000e-02   1.174450e-05
2.700000e+00   -1.000000e+00   5.000000e-02   1.081400e-05
2.600000e+00   -1.000000e+00   5.000000e-02   9.872000e-06
2.500000e+00   -1.000000e+00   5.000000e-02   8.921900e-06
2.400000e+00   -1.000000e+00   5.000000e-02   7.942050e-06
2.300000e+00   -1.000000e+00   5.000000e-02   6.944450e-06
2.200000e+00   -1.000000e+00   5.000000e-02   5.939950e-06
2.100000e+00   -1.000000e+00   5.000000e-02   4.938000e-06
2.000000e+00   -1.000000e+00   5.000000e-02   3.949500e-06
1.900000e+00   -1.000000e+00   5.000000e-02   2.989200e-06
1.800000e+00   -1.000000e+00   5.000000e-02   2.082100e-06
1.700000e+00   -1.000000e+00   5.000000e-02   1.272950e-06
1.600000e+00   -1.000000e+00   5.000000e-02   6.289900e-07
1.500000e+00   -1.000000e+00   5.000000e-02   2.151250e-07
1.400000e+00   -1.000000e+00   5.000000e-02   4.978650e-08
1.300000e+00   -1.000000e+00   5.000000e-02   -8.841000e-09
1.200000e+00   -1.000000e+00   5.000000e-02   -9.287500e-09
1.100000e+00   -1.000000e+00   5.000000e-02   -2.515000e-10
1.000000e+00   -1.000000e+00   5.000000e-02   -1.180100e-08
9.000000e-01   -1.000000e+00   5.000000e-02   -1.940400e-08
8.000000e-01   -1.000000e+00   5.000000e-02   4.930000e-10
7.000000e-01   -1.000000e+00   5.000000e-02   -5.600000e-10
6.000000e-01   -1.000000e+00   5.000000e-02   -1.216900e-08
5.000000e-01   -1.000000e+00   5.000000e-02   -6.925000e-09
4.000000e-01   -1.000000e+00   5.000000e-02   1.797100e-08
3.000000e-01   -1.000000e+00   5.000000e-02   1.042000e-09
2.000000e-01   -1.000000e+00   5.000000e-02   7.155500e-09
1.000000e-01   -1.000000e+00   5.000000e-02   7.000000e-12
-0.000000e+00   -1.000000e+00   5.000000e-02   1.869750e-08
5.000000e+00   -1.500000e+00   5.000000e-02   2.674000e-05
4.900000e+00   -1.500000e+00   5.000000e-02   2.613450e-05
4.800000e+00   -1.500000e+00   5.000000e-02   2.554050e-05
4.700000e+00   -1.500000e+00   5.000000e-02   2.494100e-05
4.600000e+00   -1.500000e+00   5.000000e-02   2.430400e-05
4.500000e+00   -1.500000e+00   5.000000e-02   2.362350e-05
4.400000e+00   -1.500000e+00   5.000000e-02   2.298050e-05
4.300000e+00   -1.500000e+00   5.000000e-02   2.233400e-05
4.200000e+00   -1.500000e+00   5.000000e-02   2.164950e-05
4.100000e+00   -1.500000e+00   5.000000e-02   2.092150e-05
4.000000e+00   -1.500000e+00   5.000000e-02   2.022000e-05
3.900000e+00   -1.500000e+00   5.000000e-02   1.951450e-05
3.800000e+00   -1.500000e+00   5.000000e-02   1.878000e-05
3.700000e+00   -1.500000e+00   5.000000e-02   1.799150e-05
3.600000e+00   -1.500000e+00   5.000000e-02   1.721550e-05
3.500000e+00   -1.500000e+00   5.000000e-02   1.644700e-05
3.400000e+00   -1.500000e+00   5.000000e-02   1.565500e-05
3.300000e+00   -1.500000e+00   5.000000e-02   1.481700e-05
3.200000e+00   -1.500000e+00   5.000000e-02   1.396100e-05
3.100000e+00   -1.500000e+00   5.000000e-02   1.311500e-05
3.000000e+00   -1.500000e+00   5.000000e-02   1.226400e-05
2.900000e+00   -1.500000e+00   5.000000e-02   1.135600e-05
2.800000e+00   -1.500000e+00   5.000000e-02   1.042350e-05
2.700000e+00   -1.500000e+00   5.000000e-02   9.528900e-06
2.600000e+00   -1.500000e+00   5.000000e-02   8.581350e-06
2.500000e+00   -1.500000e+00   5.000000e-02   7.616650e-06
2.400000e+00   -1.500000e+00   5.000000e-02   6.632100e-06
2.300000e+00   -1.500000e+00   5.000000e-02   5.646050e-06
2.200000e+00   -1.500000e+00   5.000000e-02   4.676350e-06
2.100000e+00   -1.500000e+00   5.000000e-02   3.725950e-06
2.000000e+00   -1.500000e+00   5.000000e-02   2.798550e-06
1.900000e+00   -1.500000e+00   5.000000e-02   1.917900e-06
1.800000e+00   -1.500000e+00   5.000000e-02   1.134300e-06
1.700000e+00   -1.500000e+00   5.000000e-02   5.428650e-07
1.600000e+00   -1.500000e+00   5.000000e-02   1.624700e-07
1.500000e+00   -1.500000e+00   5.000000e-02   3.790500e-08
1.400000e+00   -1.500000e+00   5.000000e-02   4.139000e-09
1.300000e+00   -1.500000e+00   5.000000e-02   -1.561450e-08
1.200000e+00   -1.500000e+00   5.000000e-02   -1.889550e-08
1.100000e+00   -1.500000e+00   5.000000e-02   1.580000e-10
1.000000e+00   -1.500000e+00   5.000000e-02   -7.410000e-10
9.000000e-01   -1.500000e+00   5.000000e-02   7.800000e-11
8.000000e-01   -1.500000e+00   5.000000e-02   -1.133150e-08
7.000000e-01   -1.500000e+00   5.000000e-02   2.240000e-10
6.000000e-01   -1.500000e+00   5.000000e-02   -7.875000e-10
5.000000e-01   -1.500000e+00   5.000000e-02   -1.892750e-08
4.000000e-01   -1.500000e+00   5.000000e-02   3.137000e-09
3.000000e-01   -1.500000e+00   5.000000e-02   6.444500e-09
2.000000e-01   -1.500000e+00   5.000000e-02   1.450000e-11
1.000000e-01   -1.500000e+00   5.000000e-02   -3.230000e-10
-0.000000e+00   -1.500000e+00   5.000000e-02   1.867050e-08
5.000000e+00   -2.000000e+00   5.000000e-02   2.568500e-05
4.900000e+00   -2.000000e+00   5.000000e-02   2.505950e-05
4.800000e+00   -2.000000e+00   5.000000e-02   2.446150e-05
4.700000e+00   -2.000000e+00   5.000000e-02   2.386550e-05
4.600000e+00   -2.000000e+00   5.000000e-02   2.321400e-05
4.500000e+00   -2.000000e+00   5.000000e-02   2.254550e-05
4.400000e+00   -2.000000e+00   5.000000e-02   2.188700e-05
4.300000e+00   -2.000000e+00   5.000000e-02   2.123800e-05
4.200000e+00   -2.000000e+00   5.000000e-02   2.054850e-05
4.100000e+00   -2.000000e+00   5.000000e-02   1.981750e-05
4.000000e+00   -2.000000e+00   5.000000e-02   1.910450e-05
3.900000e+00   -2.000000e+00   5.000000e-02   1.839600e-05
3.800000e+00   -2.000000e+00   5.000000e-02   1.766500e-05
3.700000e+00   -2.000000e+00   5.000000e-02   1.687150e-05
3.600000e+00   -2.000000e+00   5.000000e-02   1.608600e-05
3.500000e+00   -2.000000e+00   5.000000e-02   1.531000e-05
3.400000e+00   -2.000000e+00   5.000000e-02   1.451600e-05
3.300000e+00   -2.000000e+00   5.000000e-02   1.367350e-05
3.200000e+00   -2.000000e+00   5.000000e-02   1.281100e-05
3.100000e+00   -2.000000e+00   5.000000e-02   1.196100e-05
3.000000e+00   -2.000000e+00   5.000000e-02   1.110800e-05
2.900000e+00   -2.000000e+00   5.000000e-02   1.021350e-05
2.800000e+00   -2.000000e+00   5.000000e-02   9.282500e-06
2.700000e+00   -2.000000e+00   5.000000e-02   8.346450e-06
2.600000e+00   -2.000000e+00   5.000000e-02   7.399400e-06
2.500000e+00   -2.000000e+00   5.000000e-02   6.467000e-06
2.400000e+00   -2.000000e+00   5.000000e-02   5.524400e-06
2.300000e+00   -2.000000e+00   5.000000e-02   4.571500e-06
2.200000e+00   -2.000000e+00   5.000000e-02   3.616400e-06
2.100000e+00   -2.000000e+00   5.000000e-02   2.683250e-06
2.000000e+00   -2.000000e+00   5.000000e-02   1.820150e-06
1.900000e+00   -2.000000e+00   5.000000e-02   1.079950e-06
1.800000e+00   -2.000000e+00   5.000000e-02   5.340550e-07
1.700000e+00   -2.000000e+00   5.000000e-02   1.796550e-07
1.600000e+00   -2.000000e+00   5.000000e-02   3.651250e-08
1.500000e+00   -2.000000e+00   5.000000e-02   1.302200e-08
1.400000e+00   -2.000000e+00   5.000000e-02   2.065000e-10
1.300000e+00   -2.000000e+00   5.000000e-02   -1.902100e-08
1.200000e+00   -2.000000e+00   5.000000e-02   -2.705000e-10
1.100000e+00   -2.000000e+00   5.000000e-02   1.914400e-08
1.000000e+00   -2.000000e+00   5.000000e-02   -1.760000e-10
9.000000e-01   -2.000000e+00   5.000000e-02   1.828850e-08
8.000000e-01   -2.000000e+00   5.000000e-02   -1.797800e-08
7.000000e-01   -2.000000e+00   5.000000e-02   -1.635300e-08
6.000000e-01   -2.000000e+00   5.000000e-02   -1.995000e-10
5.000000e-01   -2.000000e+00   5.000000e-02   -1.935550e-08
4.000000e-01   -2.000000e+00   5.000000e-02   5.200000e-10
3.000000e-01   -2.000000e+00   5.000000e-02   -7.090000e-10
2.000000e-01   -2.000000e+00   5.000000e-02   -1.825600e-08
1.000000e-01   -2.000000e+00   5.000000e-02   1.928550e-08
-0.000000e+00   -2.000000e+00   5.000000e-02   -1.204850e-08
5.000000e+00   -2.500000e+00   5.000000e-02   2.470950e-05
4.900000e+00   -2.500000e+00   5.000000e-02   2.411550e-05
4.800000e+00   -2.500000e+00   5.000000e-02   2.349600e-05
4.700000e+00   -2.500000e+00   5.000000e-02   2.285300e-05
4.600000e+00   -2.500000e+00   5.000000e-02   2.220800e-05
4.500000e+00   -2.500000e+00   5.000000e-02   2.156950e-05
4.400000e+00   -2.500000e+00   5.000000e-02   2.091600e-05
4.300000e+00   -2.500000e+00   5.000000e-02   2.022600e-05
4.200000e+00   -2.500000e+00   5.000000e-02   1.951850e-05
4.100000e+00   -2.500000e+00   5.000000e-02   1.882500e-05
4.000000e+00   -2.500000e+00   5.000000e-02   1.812100e-05
3.900000e+00   -2.500000e+00   5.000000e-02   1.737750e-05
3.800000e+00   -2.500000e+00   5.000000e-02   1.661750e-05
3.700000e+00   -2.500000e+00   5.000000e-02   1.585350e-05
3.600000e+00   -2.500000e+00   5.000000e-02   1.508750e-05
3.500000e+00   -2.500000e+00   5.000000e-02   1.428350e-05
3.400000e+00   -2.500000e+00   5.000000e-02   1.346050e-05
3.300000e+00   -2.500000e+00   5.000000e-02   1.263300e-05
3.200000e+00   -2.500000e+00   5.000000e-02   1.179600e-05
3.100000e+00   -2.500000e+00   5.000000e-02   1.093600e-05
3.000000e+00   -2.500000e+00   5.000000e-02   1.004500e-05
2.900000e+00   -2.500000e+00   5.000000e-02   9.161600e-06
2.800000e+00   -2.500000e+00   5.000000e-02   8.241100e-06
2.700000e+00   -2.500000e+00   5.000000e-02   7.310850e-06
2.600000e+00   -2.500000e+00   5.000000e-02   6.380250e-06
2.500000e+00   -2.500000e+00   5.000000e-02   5.453400e-06
2.400000e+00   -2.500000e+00   5.000000e-02   4.519350e-06
2.300000e+00   -2.500000e+00   5.000000e-02   3.587600e-06
2.200000e+00   -2.500000e+00   5.000000e-02   2.683400e-06
2.100000e+00   -2.500000e+00   5.000000e-02   1.836500e-06
2.000000e+00   -2.500000e+00   5.000000e-02   1.096700e-06
1.900000e+00   -2.500000e+00   5.000000e-02   5.385800e-07
1.800000e+00   -2.500000e+00   5.000000e-02   1.787150e-07
1.700000e+00   -2.500000e+00   5.000000e-02   3.952400e-08
1.600000e+00   -2.500000e+00   5.000000e-02   2.066150e-08
1.500000e+00   -2.500000e+00   5.000000e-02   -2.880000e-10
1.400000e+00   -2.500000e+00   5.000000e-02   -1.840550e-08
1.300000e+00   -2.500000e+00   5.000000e-02   -1.951800e-08
1.200000e+00   -2.500000e+00   5.000000e-02   -1.878700e-08
1.100000e+00   -2.500000e+00   5.000000e-02   -2.910000e-10
1.000000e+00   -2.500000e+00   5.000000e-02   -1.184300e-08
9.000000e-01   -2.500000e+00   5.000000e-02   -9.370000e-10
8.000000e-01   -2.500000e+00   5.000000e-02   1.910700e-08
7.000000e-01   -2.500000e+00   5.000000e-02   -3.500000e-11
6.000000e-01   -2.500000e+00   5.000000e-02   -1.226550e-08
5.000000e-01   -2.500000e+00   5.000000e-02   1.849800e-08
4.000000e-01   -2.500000e+00   5.000000e-02   1.873300e-08
3.000000e-01   -2.500000e+00   5.000000e-02   -1.539900e-08
2.000000e-01   -2.500000e+00   5.000000e-02   -5.622500e-09
1.000000e-01   -2.500000e+00   5.000000e-02   -4.000000e-10
-0.000000e+00   -2.500000e+00   5.000000e-02   -1.535000e-08
5.000000e+00   -3.000000e+00   5.000000e-02   2.383300e-05
4.900000e+00   -3.000000e+00   5.000000e-02   2.323000e-05
4.800000e+00   -3.000000e+00   5.000000e-02   2.258200e-05
4.700000e+00   -3.000000e+00   5.000000e-02   2.194450e-05
4.600000e+00   -3.000000e+00   5.000000e-02   2.131850e-05
4.500000e+00   -3.000000e+00   5.000000e-02   2.067900e-05
4.400000e+00   -3.000000e+00   5.000000e-02   1.999150e-05
4.300000e+00   -3.000000e+00   5.000000e-02   1.928950e-05
4.200000e+00   -3.000000e+00   5.000000e-02   1.860300e-05
4.100000e+00   -3.000000e+00   5.000000e-02   1.792100e-05
4.000000e+00   -3.000000e+00   5.000000e-02   1.719300e-05
3.900000e+00   -3.000000e+00   5.000000e-02   1.642950e-05
3.800000e+00   -3.000000e+00   5.000000e-02   1.568050e-05
3.700000e+00   -3.000000e+00   5.000000e-02   1.493500e-05
3.600000e+00   -3.000000e+00   5.000000e-02   1.415250e-05
3.500000e+00   -3.000000e+00   5.000000e-02   1.332950e-05
3.400000e+00   -3.000000e+00   5.000000e-02   1.250550e-05
3.300000e+00   -3.000000e+00   5.000000e-02   1.169400e-05
3.200000e+00   -3.000000e+00   5.000000e-02   1.086350e-05
3.100000e+00   -3.000000e+00   5.000000e-02   9.991100e-06
3.000000e+00   -3.000000e+00   5.000000e-02   9.093600e-06
2.900000e+00   -3.000000e+00   5.000000e-02   8.187700e-06
2.800000e+00   -3.000000e+00   5.000000e-02   7.281650e-06
2.700000e+00   -3.000000e+00   5.000000e-02   6.375000e-06
2.600000e+00   -3.000000e+00   5.000000e-02   5.464700e-06
2.500000e+00   -3.000000e+00   5.000000e-02   4.550800e-06
2.400000e+00   -3.000000e+00   5.000000e-02   3.628250e-06
2.300000e+00   -3.000000e+00   5.000000e-02   2.724150e-06
2.200000e+00   -3.000000e+00   5.000000e-02   1.880900e-06
2.100000e+00   -3.000000e+00   5.000000e-02   1.148850e-06
2.000000e+00   -3.000000e+00   5.000000e-02   5.890900e-07
1.900000e+00   -3.000000e+00   5.000000e-02   2.156900e-07
1.800000e+00   -3.000000e+00   5.000000e-02   4.735250e-08
1.700000e+00   -3.000000e+00   5.000000e-02   4.470500e-09
1.600000e+00   -3.000000e+00   5.000000e-02   8.895000e-10
1.500000e+00   -3.000000e+00   5.000000e-02   -4.010000e-10
1.400000e+00   -3.000000e+00   5.000000e-02   -2.035000e-10
1.300000e+00   -3.000000e+00   5.000000e-02   -1.934050e-08
1.200000e+00   -3.000000e+00   5.000000e-02   1.257150e-08
1.100000e+00   -3.000000e+00   5.000000e-02   6.480000e-09
1.000000e+00   -3.000000e+00   5.000000e-02   1.879100e-08
9.000000e-01   -3.000000e+00   5.000000e-02   1.888300e-08
8.000000e-01   -3.000000e+00   5.000000e-02   -6.625000e-10
7.000000e-01   -3.000000e+00   5.000000e-02   -1.851350e-08
6.000000e-01   -3.000000e+00   5.000000e-02   -7.650000e-11
5.000000e-01   -3.000000e+00   5.000000e-02   -2.945000e-10
4.000000e-01   -3.000000e+00   5.000000e-02   1.735000e-10
3.000000e-01   -3.000000e+00   5.000000e-02   1.858950e-08
2.000000e-01   -3.000000e+00   5.000000e-02   -1.854850e-08
1.000000e-01   -3.000000e+00   5.000000e-02   -8.525000e-10
-0.000000e+00   -3.000000e+00   5.000000e-02   1.855950e-08
5.000000e+00   -5.000000e+00   5.000000e+00   7.230900e-04
4.900000e+00   -5.000000e+00   5.000000e+00   6.817150e-04
4.800000e+00   -5.000000e+00   5.000000e+00   6.416850e-04
4.700000e+00   -5.000000e+00   5.000000e+00   6.025200e-04
4.600000e+00   -5.000000e+00   5.000000e+00   5.642550e-04
4.500000e+00   -5.000000e+00   5.000000e+00   5.268900e-04
4.400000e+00   -5.000000e+00   5.000000e+00   4.905000e-04
4.300000e+00   -5.000000e+00   5.000000e+00   4.550550e-04
4.200000e+00   -5.000000e+00   5.000000e+00   4.205750e-04
4.100000e+00   -5.000000e+00   5.000000e+00   3.871650e-04
4.000000e+00   -5.000000e+00   5.000000e+00   3.550500e-04
3.900000e+00   -5.000000e+00   5.000000e+00   3.238450e-04
3.800000e+00   -5.000000e+00   5.000000e+00   2.937350e-04
3.700000e+00   -5.000000e+00   5.000000e+00   2.648250e-04
3.600000e+00   -5.000000e+00   5.000000e+00   2.372050e-04
3.500000e+00   -5.000000e+00   5.000000e+00   2.108700e-04
3.400000e+00   -5.000000e+00   5.000000e+00   1.858450e-04
3.300000e+00   -5.000000e+00   5.000000e+00   1.622250e-04
3.200000e+00   -5.000000e+00   5.000000e+00   1.400600e-04
3.100000e+00   -5.000000e+00   5.000000e+00   1.193800e-04
3.000000e+00   -5.000000e+00   5.000000e+00   1.002300e-04
2.900000e+00   -5.000000e+00   5.000000e+00   8.265800e-05
2.800000e+00   -5.000000e+00   5.000000e+00   6.675700e-05
2.700000e+00   -5.000000e+00   5.000000e+00   5.253450e-05
2.600000e+00   -5.000000e+00   5.000000e+00   4.002050e-05
2.500000e+00   -5.000000e+00   5.000000e+00   2.935200e-05
2.400000e+00   -5.000000e+00   5.000000e+00   2.038100e-05
2.300000e+00   -5.000000e+00   5.000000e+00   1.318850e-05
2.200000e+00   -5.000000e+00   5.000000e+00   7.744600e-06
2.100000e+00   -5.000000e+00   5.000000e+00   3.951200e-06
2.000000e+00   -5.000000e+00   5.000000e+00   1.637150e-06
1.900000e+00   -5.000000e+00   5.000000e+00   4.935000e-07
1.800000e+00   -5.000000e+00   5.000000e+00   9.083100e-08
1.700000e+00   -5.000000e+00   5.000000e+00   2.067900e-08
1.600000e+00   -5.000000e+00   5.000000e+00   -1.109750e-08
1.500000e+00   -5.000000e+00   5.000000e+00   -1.090100e-08
1.400000e+00   -5.000000e+00   5.000000e+00   -1.212000e-08
1.300000e+00   -5.000000e+00   5.000000e+00   -1.145200e-08
1.200000e+00   -5.000000e+00   5.000000e+00   -1.157750e-08
1.100000e+00   -5.000000e+00   5.000000e+00   -1.113450e-08
1.000000e+00   -5.000000e+00   5.000000e+00   -1.136450e-08
9.000000e-01   -5.000000e+00   5.000000e+00   -1.130350e-08
8.000000e-01   -5.000000e+00   5.000000e+00   -1.155750e-08
7.000000e-01   -5.000000e+00   5.000000e+00   -1.172100e-08
6.000000e-01   -5.000000e+00   5.000000e+00   -1.094000e-08
5.000000e-01   -5.000000e+00   5.000000e+00   -1.205800e-08
4.000000e-01   -5.000000e+00   5.000000e+00   -1.127400e-08
3.000000e-01   -5.000000e+00   5.000000e+00   -1.157300e-08
2.000000e-01   -5.000000e+00   5.000000e+00   -1.165400e-08
1.000000e-01   -5.000000e+00   5.000000e+00   -1.101300e-08
-0.000000e+00   -5.000000e+00   5.000000e+00   -1.129750e-08
5.000000e+00   -5.000000e+00   4.500000e+00   7.158700e-04
4.900000e+00   -5.000000e+00   4.500000e+00   6.751400e-04
4.800000e+00   -5.000000e+00   4.500000e+00   6.355550e-04
